gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,placement_status
Female,IT,7.62,74.6,66.2,1,2.3,65.1,3,2,2,1,4,2,3,6.6,8,Yes,High,Tier 1,Yes,High,Placed
Male,CSE,7.21,74.7,68.8,0,5.7,81.4,4,1,2,4,4,3,2,6.2,5,No,Low,Tier 1,Yes,Medium,Placed
Male,CE,7.61,71.2,70.6,0,1.9,61.6,3,2,2,2,4,0,4,7.6,10,No,High,Tier 2,Yes,High,Placed
Female,CE,9.19,90.4,91.4,1,6.6,80.6,6,4,4,5,5,6,4,5.6,6,Yes,Medium,Tier 3,Yes,Medium,Placed
Female,CSE,8.76,77.9,68.7,1,6.1,75.2,6,2,3,3,5,3,2,7.5,10,No,Medium,Tier 3,Yes,Medium,Placed
Female,ECE,8.55,77.9,80.0,1,2.5,70.0,8,2,5,5,5,4,0,7.7,7,No,Low,Tier 1,Yes,High,Placed
Female,CSE,8.14,75.9,70.2,0,3.8,74.0,8,2,4,5,4,5,3,8.3,8,No,Low,Tier 2,No,Medium,Placed
Female,ECE,8.71,79.3,78.2,0,3.0,67.1,5,2,3,3,5,3,2,5.7,9,No,Medium,Tier 2,Yes,High,Placed
Male,IT,8.03,68.8,77.3,1,4.8,69.9,8,2,4,3,5,3,1,5.2,8,No,Low,Tier 2,Yes,Low,Placed
Male,ME,8.45,70.6,75.0,0,4.9,71.9,7,1,4,3,3,3,5,7.3,9,No,Medium,Tier 2,Yes,High,Placed
Female,CE,9.13,87.1,98.3,0,0.6,55.4,7,2,4,5,5,5,0,6.7,6,No,Medium,Tier 1,Yes,Medium,Placed
Female,IT,9.44,89.5,83.2,0,5.0,68.0,5,2,4,2,5,3,2,9.0,5,No,Low,Tier 2,Yes,High,Placed
Male,ECE,7.04,55.0,61.3,0,3.8,75.9,5,0,4,3,3,3,3,7.6,7,Yes,Low,Tier 2,Yes,,Placed
Male,IT,6.99,66.4,54.1,0,1.6,66.8,8,1,5,1,3,5,2,7.1,10,No,Medium,Tier 3,Yes,Medium,Placed
Female,ECE,7.34,68.0,68.0,0,5.2,72.2,7,1,5,1,3,4,3,6.8,4,No,Low,Tier 3,Yes,High,Placed
Male,IT,8.45,73.4,76.4,0,7.2,88.3,4,0,2,2,5,4,2,5.5,8,No,Low,Tier 1,Yes,,Placed
Male,CSE,5.23,50.0,50.0,1,4.2,75.6,5,0,4,2,3,4,6,7.7,4,No,Medium,Tier 1,Yes,Medium,Not Placed
Male,IT,9.41,79.9,82.6,0,6.8,82.8,6,4,4,5,4,4,2,6.9,5,No,High,Tier 3,Yes,High,Placed
Female,CSE,7.59,66.3,71.7,0,5.6,82.2,8,2,5,1,3,4,6,6.9,7,Yes,Medium,Tier 2,Yes,Low,Placed
Female,ECE,7.07,59.6,57.7,0,5.7,81.9,8,2,5,2,4,4,2,7.1,1,No,Low,Tier 3,Yes,Low,Placed
Male,CE,10.0,94.5,86.2,0,4.9,78.1,6,2,4,4,5,5,1,7.3,6,No,Medium,Tier 1,Yes,Medium,Placed
Female,ECE,7.31,64.2,66.8,3,3.6,70.4,2,1,2,1,4,1,3,4.9,9,Yes,High,Tier 2,Yes,Medium,Not Placed
Male,ME,6.65,57.5,62.7,1,2.5,67.5,3,1,2,5,4,1,1,8.0,2,Yes,Medium,Tier 2,Yes,,Placed
Male,ECE,8.57,73.7,83.7,0,10.0,81.3,7,3,5,2,5,4,2,6.0,7,No,Medium,Tier 3,Yes,,Placed
Female,CE,9.76,91.6,100.0,0,4.3,74.5,8,3,5,5,4,4,7,6.8,10,No,Medium,Tier 1,Yes,,Placed
Female,CSE,5.17,50.0,50.0,0,4.3,75.8,6,0,4,4,3,4,6,8.5,5,No,Medium,Tier 1,Yes,Low,Not Placed
Female,CSE,9.27,81.6,74.2,1,6.2,78.3,5,4,5,3,5,4,2,9.0,8,No,Low,Tier 2,No,Low,Placed
Female,CSE,5.86,55.0,50.0,1,0.2,50.3,5,0,4,4,3,4,2,5.0,7,No,Medium,Tier 3,Yes,Medium,Placed
Male,ECE,8.8,64.7,94.8,0,5.2,65.0,4,3,2,1,5,3,1,7.0,10,No,Medium,Tier 3,Yes,Medium,Placed
Male,CSE,7.7,65.1,68.4,0,6.7,69.0,6,3,4,3,4,4,4,7.3,5,No,High,Tier 3,Yes,Medium,Placed
Male,ECE,8.78,85.0,87.4,0,6.6,72.3,6,3,3,1,4,5,4,5.2,4,No,Low,Tier 3,Yes,,Placed
Male,ECE,8.16,72.3,77.4,0,5.1,76.1,0,0,1,2,4,0,1,8.0,4,No,Low,Tier 1,Yes,Low,Placed
Male,CSE,8.47,70.6,69.4,0,2.0,66.1,7,2,4,2,5,3,2,7.1,4,No,Medium,Tier 1,Yes,Low,Placed
Female,ME,9.0,89.8,77.3,0,5.8,77.4,8,3,5,5,5,6,8,7.2,10,No,Medium,Tier 1,Yes,High,Placed
Male,IT,8.27,66.3,85.8,0,1.8,63.7,6,1,5,1,5,5,5,5.9,10,No,Medium,Tier 2,Yes,Medium,Placed
Female,CSE,7.99,65.8,68.6,0,7.0,76.9,8,1,5,3,3,5,1,7.5,8,No,Low,Tier 3,Yes,High,Placed
Female,ME,8.66,73.6,79.9,0,5.6,74.1,4,1,2,3,4,2,4,8.0,3,No,Low,Tier 3,No,,Placed
Female,ME,9.42,81.1,84.9,0,3.2,68.7,3,3,2,3,4,1,1,7.2,1,No,Medium,Tier 1,Yes,Medium,Placed
Male,ECE,8.36,82.0,63.8,0,6.2,82.0,3,3,1,2,5,0,1,6.4,7,No,Medium,Tier 2,Yes,Medium,Not Placed
Male,CE,8.25,73.3,85.0,0,3.7,74.9,4,1,3,4,4,4,1,6.5,10,Yes,High,Tier 3,Yes,High,Placed
Male,ECE,7.26,77.0,58.5,1,4.2,73.0,1,2,2,2,4,3,1,7.3,6,No,Medium,Tier 2,Yes,Medium,Placed
Male,ECE,9.05,71.7,81.5,0,5.4,67.0,4,3,2,3,5,1,1,7.1,2,No,Medium,Tier 1,Yes,Medium,Placed
Female,CSE,7.95,76.6,66.8,1,3.9,70.8,4,1,3,5,4,2,3,8.1,2,No,Medium,Tier 2,Yes,,Placed
Male,ME,8.3,72.7,79.8,0,3.6,71.8,2,2,1,3,4,0,2,6.4,1,No,Medium,Tier 2,Yes,Medium,Not Placed
Male,ME,7.97,69.8,72.5,0,2.7,63.9,6,3,4,3,4,3,3,5.5,8,No,Medium,Tier 2,Yes,Low,Placed
Female,CSE,8.7,76.0,85.7,0,5.9,87.5,8,2,5,4,4,6,7,7.4,9,Yes,High,Tier 2,Yes,,Placed
Male,ECE,8.17,72.1,84.6,2,4.1,69.1,3,2,3,5,5,2,2,6.4,1,No,Low,Tier 1,Yes,,Not Placed
Female,IT,10.0,94.5,95.5,0,6.1,76.4,8,4,5,5,5,6,5,7.9,1,No,Medium,Tier 3,Yes,High,Placed
Female,ECE,7.47,63.9,69.8,1,2.9,67.2,6,2,4,4,4,3,2,7.0,1,No,Low,Tier 2,Yes,Low,Placed
Female,ECE,5.91,53.2,50.1,0,2.1,59.8,4,0,2,1,3,3,2,7.8,10,Yes,Medium,Tier 2,No,High,Not Placed
Male,IT,7.3,71.2,63.4,0,6.2,69.8,5,2,5,4,3,6,5,5.8,7,No,Medium,Tier 3,Yes,High,Placed
Male,CE,6.92,51.7,66.6,3,1.9,62.9,6,1,3,3,3,5,1,7.2,8,Yes,Low,Tier 1,Yes,High,Not Placed
Female,ME,8.25,84.5,74.4,0,2.9,53.7,0,3,1,2,5,0,1,6.2,4,No,High,Tier 1,Yes,High,Placed
Male,CE,10.0,96.1,97.8,0,5.2,76.4,8,3,5,3,5,4,6,5.5,3,No,Low,Tier 3,Yes,High,Placed
Female,IT,9.47,87.7,93.1,1,7.6,80.5,6,4,5,5,4,4,5,6.0,1,No,Medium,Tier 1,Yes,Low,Placed
Female,ECE,7.95,73.6,73.3,0,4.7,70.9,7,3,5,4,4,6,1,6.3,10,No,High,Tier 3,Yes,,Placed
Female,ECE,7.55,69.2,63.9,0,1.9,67.8,6,2,4,5,3,3,7,8.5,3,No,Low,Tier 1,Yes,Medium,Placed
Male,ECE,9.25,80.3,82.4,0,2.2,62.9,6,3,4,5,5,4,3,6.3,5,No,Medium,Tier 1,Yes,Low,Placed
Male,IT,7.12,68.4,68.9,0,4.0,67.4,4,2,3,3,4,3,1,5.5,7,No,Low,Tier 2,Yes,,Placed
Female,ME,6.81,60.4,55.5,0,5.3,67.0,6,3,5,5,4,5,3,7.2,9,No,Low,Tier 1,Yes,Medium,Placed
Male,CSE,7.02,58.3,68.3,0,2.1,58.8,6,2,3,1,4,4,0,7.0,9,No,Medium,Tier 3,Yes,Medium,Placed
Male,IT,7.35,72.6,62.1,1,2.2,71.4,8,1,5,3,3,5,4,6.4,9,No,High,Tier 2,Yes,High,Placed
Male,ECE,8.8,74.9,76.3,1,3.9,68.1,8,3,5,2,5,6,4,6.8,8,No,Low,Tier 3,Yes,Medium,Placed
Female,CSE,9.26,87.9,79.7,0,5.4,75.4,8,4,5,3,5,6,1,8.2,9,No,Medium,Tier 3,Yes,Medium,Placed
Female,ECE,8.02,71.4,66.1,0,1.4,61.5,1,1,1,5,5,1,2,7.8,8,No,Medium,Tier 1,No,Low,Not Placed
Male,ECE,5.39,51.4,55.7,0,0.0,63.1,2,0,1,2,2,1,0,7.7,9,Yes,High,Tier 3,Yes,Low,Not Placed
Male,IT,8.05,67.7,74.2,1,3.8,67.0,8,3,5,3,3,6,3,5.6,10,No,Low,Tier 2,Yes,High,Placed
Female,CSE,9.2,77.9,78.7,0,9.4,83.2,8,2,5,5,5,6,0,9.0,8,No,Medium,Tier 2,Yes,,Placed
Female,IT,8.72,82.3,75.9,0,3.1,61.1,7,2,5,1,4,4,3,8.3,5,No,Medium,Tier 3,Yes,Low,Placed
Male,ME,7.01,70.8,70.3,0,6.4,80.2,2,0,1,5,4,2,1,7.6,10,No,Medium,Tier 2,Yes,Medium,Placed
Male,CSE,7.2,70.9,63.6,1,2.0,69.7,4,1,3,1,4,3,5,5.6,5,No,High,Tier 2,No,Low,Placed
Female,IT,8.07,74.3,76.4,0,4.2,75.3,7,2,4,4,5,4,3,8.1,4,No,High,Tier 2,Yes,Low,Placed
Female,ECE,9.33,78.5,82.9,0,6.2,83.3,5,3,3,5,5,0,3,6.4,10,Yes,Low,Tier 1,Yes,Low,Placed
Female,CSE,8.26,63.5,78.4,0,3.7,71.5,5,2,4,5,4,5,3,6.8,7,No,Medium,Tier 1,Yes,Low,Placed
Female,ECE,6.99,72.4,58.9,0,1.6,67.4,7,0,3,1,4,3,2,5.0,10,Yes,Medium,Tier 2,Yes,Low,Not Placed
Male,IT,6.25,53.6,51.4,0,4.1,76.4,6,1,4,1,3,4,1,5.5,10,Yes,Medium,Tier 1,Yes,High,Not Placed
Male,ECE,7.14,70.9,63.9,0,5.6,71.5,7,4,5,3,4,4,7,7.5,8,No,Medium,Tier 1,Yes,Medium,Placed
Female,CSE,9.7,90.2,90.9,0,7.9,89.5,4,3,3,1,5,2,1,8.2,3,No,Medium,Tier 1,Yes,Low,Placed
Female,CSE,5.65,50.0,50.0,0,1.3,66.0,8,0,5,2,3,4,4,7.8,8,No,Medium,Tier 2,Yes,Low,Placed
Female,CSE,6.62,58.8,58.6,1,4.7,78.9,6,1,5,5,4,4,7,7.8,4,No,High,Tier 2,Yes,,Placed
Female,CE,8.44,78.3,76.8,0,2.3,70.6,6,2,4,2,4,5,1,6.9,6,No,Low,Tier 3,No,High,Placed
Male,ECE,9.24,74.8,80.4,0,4.3,64.9,4,4,2,4,4,1,5,6.5,1,No,High,Tier 2,Yes,Low,Placed
Male,CSE,6.93,60.4,59.0,0,2.3,70.6,6,1,5,4,4,4,0,7.3,2,No,Medium,Tier 2,Yes,High,Placed
Female,CSE,7.86,65.4,71.7,0,2.7,69.3,7,2,5,2,5,6,4,8.0,7,No,Medium,Tier 2,Yes,Low,Placed
Female,ECE,10.0,97.1,96.6,0,7.2,79.3,7,4,5,4,5,6,4,7.0,6,No,High,Tier 2,Yes,High,Placed
Female,IT,8.26,70.3,70.8,1,4.1,74.8,5,3,3,5,4,3,2,8.5,10,No,Medium,Tier 2,Yes,Low,Placed
Female,ECE,8.33,77.2,73.6,3,1.4,67.3,2,2,1,5,4,3,3,6.7,5,No,Medium,Tier 3,Yes,,Placed
Female,IT,9.57,82.0,88.4,0,3.7,78.2,5,4,4,3,5,5,5,5.8,9,No,Medium,Tier 3,Yes,,Placed
Male,ECE,10.0,86.7,91.1,0,5.3,84.6,3,4,2,3,5,3,5,7.0,2,No,Medium,Tier 3,No,Medium,Placed
Male,CSE,8.22,73.2,81.0,1,4.4,75.8,8,1,5,1,4,6,2,7.1,10,No,High,Tier 3,Yes,Low,Placed
Male,IT,9.99,90.4,89.8,0,4.9,77.0,8,4,5,1,5,6,3,6.9,4,No,High,Tier 2,Yes,Low,Placed
Male,ECE,9.86,89.0,81.9,0,7.8,86.9,3,4,3,4,5,2,0,8.5,6,Yes,Low,Tier 2,Yes,High,Placed
Male,CE,8.09,64.4,66.9,0,5.9,75.0,1,2,1,3,4,0,5,8.0,8,No,Low,Tier 3,Yes,Low,Not Placed
Male,IT,8.95,85.1,86.9,1,6.8,85.2,5,2,5,1,4,5,1,5.3,8,No,Medium,Tier 2,Yes,Low,Placed
Male,CSE,6.75,68.5,54.7,1,4.8,71.5,8,1,5,3,3,6,4,8.8,6,No,Low,Tier 3,Yes,High,Placed
Male,CSE,8.98,81.7,80.1,0,5.8,76.4,7,3,5,4,3,4,3,4.0,7,No,Medium,Tier 3,Yes,Low,Placed
Male,CE,7.49,66.8,62.0,0,2.6,65.0,2,4,2,4,3,2,3,9.0,10,No,Low,Tier 3,Yes,High,Placed
Male,CSE,7.73,75.1,69.7,0,5.5,72.7,6,2,5,4,4,4,3,6.7,6,Yes,Medium,Tier 2,Yes,Low,Placed
Male,CSE,10.0,92.8,91.4,0,7.1,86.1,8,3,4,3,5,4,3,6.8,1,No,Low,Tier 3,Yes,Low,Placed
Female,CSE,7.46,67.1,68.8,1,4.4,73.7,8,0,5,1,4,5,5,6.9,4,No,Medium,Tier 2,Yes,,Placed
Male,CSE,8.05,70.3,71.9,0,3.2,71.9,5,1,4,4,4,3,1,7.5,9,No,Medium,Tier 2,No,High,Placed
Male,CE,9.86,88.9,81.9,0,6.7,82.5,3,4,2,1,4,3,2,7.0,2,No,Medium,Tier 2,Yes,High,Placed
Male,CSE,7.62,59.7,65.8,0,2.4,61.9,8,1,5,3,4,5,1,6.8,6,No,High,Tier 3,Yes,High,Placed
Female,ECE,9.47,86.7,82.2,0,8.6,79.3,7,3,5,2,5,4,4,8.6,2,No,High,Tier 3,Yes,Low,Placed
Male,ME,7.55,75.5,72.9,1,4.7,82.8,3,2,2,1,4,3,5,7.7,9,No,Medium,Tier 1,Yes,High,Not Placed
Female,ECE,6.81,51.0,58.4,0,0.8,58.6,1,2,1,2,4,1,0,5.8,7,No,Low,Tier 2,Yes,Low,Placed
Male,CSE,8.13,61.8,63.7,1,4.9,76.3,8,2,5,2,4,6,3,7.9,9,No,High,Tier 2,Yes,Low,Placed
Male,CE,10.0,94.3,94.3,0,6.8,79.5,6,3,4,4,4,5,3,7.6,10,No,High,Tier 3,Yes,High,Placed
Male,CSE,10.0,100.0,92.4,0,6.3,78.6,7,3,5,1,5,5,6,6.3,5,No,High,Tier 2,Yes,,Placed
Male,CE,7.72,79.5,66.3,0,4.1,75.6,6,2,4,1,3,4,3,8.0,9,No,Low,Tier 1,Yes,Low,Placed
Female,IT,8.43,74.9,69.6,1,4.3,68.2,4,4,3,4,5,5,0,6.8,2,No,High,Tier 2,Yes,Low,Placed
Female,ECE,8.18,77.0,71.3,0,6.2,76.7,6,3,4,3,4,3,4,6.7,7,No,Low,Tier 2,Yes,Medium,Placed
Female,ECE,6.28,62.8,56.5,0,0.1,66.6,3,2,2,1,3,1,2,6.7,9,Yes,Medium,Tier 1,Yes,Low,Placed
Male,ECE,7.33,58.9,68.9,0,2.9,68.5,1,4,1,2,3,1,1,4.1,5,No,High,Tier 2,Yes,Low,Placed
Male,ECE,7.86,61.8,79.6,0,2.6,74.5,7,3,4,5,4,2,2,6.4,1,No,Low,Tier 3,Yes,High,Placed
Female,IT,6.36,56.3,58.8,1,5.7,80.3,7,0,4,5,3,4,5,7.9,2,No,High,Tier 3,Yes,Low,Placed
Male,IT,7.56,63.7,71.4,1,2.2,70.3,6,0,5,2,3,5,0,7.0,10,No,Medium,Tier 1,Yes,Low,Placed
Male,ECE,8.72,80.2,70.5,0,2.6,69.5,8,4,5,2,4,4,4,5.5,7,No,High,Tier 3,Yes,Medium,Placed
Male,ME,10.0,88.3,84.5,0,3.1,83.6,7,4,4,1,4,5,7,8.2,10,Yes,Low,Tier 2,Yes,High,Placed
Male,IT,8.66,87.2,83.5,0,2.4,63.7,8,1,5,3,4,6,6,6.6,5,No,High,Tier 1,Yes,,Placed
Female,IT,7.43,70.6,60.3,1,6.1,70.1,8,1,5,3,3,3,0,5.5,3,No,Low,Tier 1,No,Medium,Not Placed
Female,ECE,7.56,67.4,64.2,0,3.1,65.0,5,2,3,1,3,4,1,9.0,1,No,Medium,Tier 1,Yes,,Placed
Female,ECE,8.41,65.6,77.6,1,5.1,74.1,5,3,3,4,4,4,0,5.7,5,Yes,Medium,Tier 3,Yes,Medium,Placed
Male,CSE,8.49,78.8,78.3,0,3.0,81.8,7,2,5,5,5,5,2,8.1,2,Yes,Medium,Tier 1,Yes,Low,Placed
Male,IT,8.08,74.4,68.1,0,4.0,75.8,2,1,2,2,3,1,1,6.1,8,No,Low,Tier 1,Yes,Low,Placed
Male,CSE,9.61,85.5,94.3,0,3.6,76.4,8,3,5,3,5,5,7,7.2,3,Yes,Medium,Tier 3,Yes,Low,Placed
Male,ME,7.57,65.4,62.5,0,0.3,50.1,3,1,3,4,4,3,4,5.9,10,No,Low,Tier 2,No,High,Placed
Male,CSE,8.29,72.1,76.1,0,1.6,62.6,8,3,5,5,4,4,3,5.5,8,Yes,Medium,Tier 3,Yes,Medium,Placed
Female,CSE,8.59,84.9,86.1,0,1.5,67.8,8,2,5,2,5,6,2,7.6,1,No,Low,Tier 3,Yes,High,Placed
Female,ECE,8.12,80.0,74.8,2,6.2,79.5,3,2,1,1,4,2,1,7.5,4,No,High,Tier 1,Yes,Medium,Not Placed
Male,IT,7.36,64.7,58.1,0,6.6,71.9,7,0,5,4,4,6,5,8.4,2,No,Low,Tier 3,Yes,,Placed
Female,CSE,8.07,74.9,77.3,1,3.0,70.9,6,3,4,2,4,3,5,7.0,6,No,Low,Tier 1,Yes,Low,Placed
Female,ME,7.98,74.4,70.9,0,4.9,71.0,8,2,4,1,4,3,3,9.0,5,No,Low,Tier 2,Yes,High,Not Placed
Male,CSE,8.59,71.2,80.8,0,2.6,69.5,5,3,5,2,5,4,2,7.3,10,Yes,Medium,Tier 2,Yes,Medium,Placed
Female,CSE,7.99,68.6,79.0,0,4.6,67.2,8,2,5,1,4,6,1,7.7,4,Yes,Low,Tier 1,Yes,High,Placed
Male,ECE,9.22,89.9,75.0,0,3.3,69.7,1,2,2,1,5,3,2,5.4,8,Yes,Medium,Tier 3,Yes,,Placed
Male,ECE,8.61,72.7,79.7,0,3.0,75.5,8,3,5,5,4,5,1,6.3,10,No,High,Tier 2,Yes,Low,Placed
Male,CSE,10.0,87.4,96.2,0,5.2,73.7,6,4,4,4,5,3,0,7.6,8,Yes,Medium,Tier 1,Yes,Low,Placed
Female,ECE,9.86,88.0,90.5,0,4.6,80.8,4,4,3,3,5,3,1,6.9,9,No,Medium,Tier 3,Yes,Low,Placed
Male,CSE,9.02,80.3,88.7,0,2.5,61.6,8,2,5,5,5,6,4,7.2,3,No,Low,Tier 2,Yes,Low,Placed
Male,ECE,7.76,65.4,70.9,2,7.4,80.1,5,1,3,3,4,3,5,6.0,4,No,Medium,Tier 2,Yes,Low,Not Placed
Male,IT,8.72,76.9,86.9,0,7.7,85.4,8,2,5,5,5,6,4,7.1,1,No,Low,Tier 2,Yes,Medium,Placed
Male,IT,7.88,61.4,62.7,0,4.2,69.3,8,0,3,1,4,3,3,7.1,2,No,Medium,Tier 3,Yes,Low,Placed
Female,ECE,8.62,80.9,82.1,0,5.2,74.0,7,1,5,5,4,4,2,5.6,5,No,Low,Tier 1,Yes,,Placed
Female,ME,9.35,83.8,71.5,0,8.7,80.2,6,2,4,1,5,3,1,7.8,10,No,Medium,Tier 1,Yes,Medium,Placed
Male,IT,7.97,64.7,73.5,1,5.2,67.2,7,2,5,4,4,6,4,5.0,9,No,Medium,Tier 2,Yes,Low,Placed
Male,CSE,8.1,70.1,67.1,0,1.3,65.5,5,1,3,2,4,4,2,7.2,7,No,High,Tier 1,No,Medium,Placed
Male,IT,7.66,58.3,73.0,0,4.1,70.6,4,1,3,1,4,4,1,9.0,1,No,Low,Tier 3,No,Low,Placed
Male,IT,5.84,50.0,50.5,1,3.3,75.7,5,0,5,3,4,4,9,7.8,9,No,Medium,Tier 2,Yes,High,Placed
Male,CSE,8.62,69.1,78.1,0,3.1,63.6,7,3,5,1,4,4,3,7.8,3,No,Low,Tier 1,Yes,Medium,Placed
Male,CSE,8.2,85.4,70.7,0,4.9,72.5,5,1,3,1,5,2,2,5.9,5,No,Medium,Tier 1,Yes,High,Placed
Male,IT,8.63,79.1,86.8,1,3.0,65.4,5,2,4,3,4,4,0,9.0,2,No,High,Tier 3,Yes,Medium,Placed
Female,ECE,9.62,86.9,85.6,0,5.7,72.3,6,3,3,1,4,3,0,8.7,3,No,Medium,Tier 3,Yes,Low,Placed
Female,CSE,7.87,66.3,66.5,1,2.7,74.7,7,2,4,1,3,4,3,6.0,6,No,Medium,Tier 2,Yes,Low,Placed
Male,CSE,6.57,60.6,51.7,0,1.8,60.4,4,2,3,3,3,2,0,6.4,10,No,High,Tier 2,Yes,Medium,Placed
Male,ECE,7.91,72.1,66.7,1,6.5,79.5,1,0,1,2,4,3,1,8.5,4,No,Medium,Tier 1,No,Medium,Not Placed
Female,ME,9.99,93.9,84.8,0,3.5,71.4,6,4,3,4,5,3,3,9.0,2,No,Medium,Tier 2,Yes,Medium,Placed
Male,CE,8.75,76.4,78.8,1,5.6,71.7,8,2,5,1,4,6,1,5.5,10,No,Medium,Tier 1,Yes,Low,Not Placed
Female,IT,9.32,81.0,82.5,0,2.1,70.4,4,4,3,1,5,1,3,5.8,3,No,Medium,Tier 2,Yes,Medium,Placed
Female,CSE,7.6,65.3,57.5,0,3.6,65.1,8,2,5,2,4,5,3,6.8,10,No,Low,Tier 2,Yes,Medium,Placed
Male,ECE,8.95,79.4,78.5,0,5.3,81.5,8,1,5,2,4,6,1,4.4,10,No,High,Tier 3,Yes,Medium,Placed
Male,ECE,8.89,80.9,68.7,0,2.5,64.1,8,3,5,4,5,5,2,7.0,2,No,Medium,Tier 2,No,Low,Placed
Female,ECE,6.82,68.0,65.6,0,4.9,76.8,3,2,2,1,3,1,1,8.4,10,Yes,Low,Tier 3,Yes,High,Not Placed
Male,CSE,8.87,86.1,78.8,0,6.4,89.9,6,3,4,4,5,5,3,5.3,7,Yes,Medium,Tier 2,Yes,Low,Placed
Male,IT,8.76,77.9,72.2,1,4.7,79.1,7,2,4,2,3,4,5,7.2,4,No,Medium,Tier 3,Yes,,Placed
Female,IT,6.93,74.9,61.1,3,2.9,62.3,7,0,5,2,3,6,3,6.3,7,No,Low,Tier 2,Yes,High,Placed
Male,ECE,7.26,67.9,70.3,0,2.8,55.5,4,1,1,1,4,0,0,9.0,3,No,Medium,Tier 2,Yes,Low,Not Placed
Male,ME,9.53,88.7,84.5,0,2.5,74.5,4,2,3,3,4,2,1,6.3,10,No,High,Tier 3,No,Medium,Placed
Female,CSE,8.49,80.6,76.8,0,2.2,67.7,4,1,3,5,5,2,1,8.8,3,No,High,Tier 1,Yes,,Placed
Male,ECE,9.93,95.8,93.6,0,5.7,84.8,3,3,2,2,5,3,2,6.3,4,No,High,Tier 1,Yes,,Placed
Male,ME,8.25,79.2,71.3,0,2.1,70.5,2,2,1,1,4,1,0,7.9,10,No,High,Tier 1,No,,Not Placed
Female,ECE,8.48,73.6,71.8,1,3.4,70.1,6,0,2,3,4,2,4,7.3,3,No,Low,Tier 3,Yes,Low,Placed
Male,IT,7.19,63.0,60.3,0,4.4,79.4,8,1,5,4,4,5,5,6.8,10,No,Medium,Tier 1,Yes,,Placed
Female,ME,8.35,68.7,79.3,1,3.3,68.1,3,3,2,4,4,3,6,6.1,8,No,High,Tier 3,No,,Placed
Female,ECE,8.02,75.1,73.2,1,2.6,76.4,3,0,2,4,3,4,3,7.4,9,No,Medium,Tier 2,Yes,Medium,Not Placed
Male,CE,8.9,85.0,82.8,0,6.4,76.9,8,1,5,3,5,6,2,6.5,5,No,Medium,Tier 1,Yes,Medium,Placed
Male,CSE,8.55,82.1,70.6,1,2.8,66.3,7,4,5,5,4,5,5,6.2,3,No,Medium,Tier 2,Yes,High,Placed
Male,ECE,8.8,80.6,87.6,1,4.4,76.1,4,3,3,3,4,3,3,8.8,7,No,Medium,Tier 1,Yes,High,Not Placed
Male,ECE,8.93,83.7,85.6,1,3.0,67.4,8,1,5,3,4,6,5,7.7,3,No,High,Tier 2,Yes,Low,Placed
Male,ECE,7.3,57.6,60.4,0,2.8,72.2,6,3,3,2,4,4,0,7.8,6,No,Medium,Tier 2,Yes,High,Placed
Female,CE,8.72,76.4,81.1,1,1.3,62.7,8,2,5,1,4,5,5,6.5,4,No,Medium,Tier 2,Yes,Medium,Placed
Male,ECE,8.97,78.2,76.1,0,4.0,74.3,8,3,5,3,4,6,3,6.8,8,Yes,High,Tier 1,Yes,Low,Placed
Male,CE,8.15,80.7,65.5,0,1.4,70.6,8,3,4,4,4,3,2,6.7,6,No,Medium,Tier 2,Yes,Medium,Placed
Female,ME,9.01,82.9,83.1,0,4.6,74.4,4,3,2,2,4,0,2,7.4,7,No,Low,Tier 3,Yes,Low,Placed
Male,ECE,9.84,90.2,89.7,0,3.4,69.1,3,2,2,4,5,0,7,7.8,4,No,Medium,Tier 3,Yes,Medium,Placed
Female,IT,8.91,73.5,83.1,1,2.1,65.2,8,1,5,1,4,4,4,7.0,6,No,High,Tier 3,Yes,Low,Placed
Male,CSE,6.61,53.2,64.1,2,1.7,69.1,3,1,2,2,4,2,2,6.0,10,Yes,Medium,Tier 1,Yes,,Not Placed
Male,CSE,7.16,63.5,68.5,1,0.0,65.7,6,1,3,1,3,4,1,7.9,8,Yes,Medium,Tier 3,Yes,,Not Placed
Female,ECE,8.16,77.3,73.9,0,5.3,66.9,5,2,4,3,5,5,3,7.0,10,No,Medium,Tier 2,Yes,,Placed
Female,CSE,7.46,62.8,66.8,0,3.9,75.0,8,1,5,2,4,4,2,5.3,10,No,Low,Tier 1,Yes,High,Placed
Female,CSE,6.68,67.5,66.7,1,4.3,67.7,2,0,2,1,4,2,1,4.4,10,No,High,Tier 3,Yes,High,Not Placed
Female,ME,9.31,79.9,82.1,0,5.0,72.6,1,2,2,4,5,3,2,7.4,9,No,High,Tier 3,Yes,Low,Placed
Female,ECE,8.14,76.0,78.7,0,7.2,81.8,5,3,4,3,4,5,3,6.0,3,No,Low,Tier 2,Yes,Low,Placed
Male,ECE,8.97,77.4,70.9,1,2.1,66.2,8,2,5,2,5,4,1,7.5,5,No,Low,Tier 1,No,Low,Placed
Male,IT,6.31,63.1,54.0,0,2.8,67.7,6,0,5,3,3,5,2,6.1,10,No,High,Tier 1,Yes,High,Placed
